group_id,group_type,match_key,metaobject_id,handle,display_name,updated_at,populated_field_count,populated_fields,referencing_product_count,referencing_product_handles,referencing_product_statuses,fields_that_differ_in_group,canonical_pick
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138220699964,body-solid-sdx-25-hex-dumbbell-25-lbs-sdx-25-new,Body Solid SDX25 Hex Dumbbell 25 lbs. SDX25 (New),2025-03-13T13:49:24Z,2,product_title|warranty_info,1,body-solid-sdx25-hex-dumbbell-25-lbs-sdx25-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138220765500,body-solid-sdx-3-hex-dumbbell-3-lbs-new,Body Solid SDX3 Hex Dumbbell 3 lbs. (New),2025-03-13T13:51:31Z,2,product_title|warranty_info,1,body-solid-sdx3-hex-dumbbell-3-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138220962108,body-solid-sdx-5-hex-dumbbell-5-lbs-sdx-5-new,Body Solid SDX5 Hex Dumbbell 5 lbs. SDX5 (New),2025-03-13T13:53:48Z,2,product_title|warranty_info,1,body-solid-sdx5-hex-dumbbell-5-lbs-sdx5-new,ARCHIVED,product_title,n/a - not a merge target
C037,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:1e6d34cbd1c3fdbd,138220994876,body-solid-sdx-8-hex-dumbbell-8-lbs-new,Body Solid SDX8 Hex Dumbbell 8 lbs. (New),2025-03-13T13:54:43Z,2,product_title|warranty_info,1,body-solid-sdx8-hex-dumbbell-8-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C038,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:a8537105fce7ec5a,138199826748,body-solid-obpb-10-olympic-rubber-bumper-plate-10-lbs-new,Body Solid OBPB10 Olympic Rubber Bumper Plate - 10 lbs. (New),2025-03-13T06:18:48Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-obpb10-olympic-rubber-bumper-plate-10-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C038,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:a8537105fce7ec5a,138200613180,body-solid-obpb-25-olympic-rubber-bumper-plate-25-lbs-new,Body Solid OBPB25 Olympic Rubber Bumper Plate - 25 lbs. (New),2025-03-13T06:28:01Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-obpb25-olympic-rubber-bumper-plate-25-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C038,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:a8537105fce7ec5a,138200645948,body-solid-obpb-35-olympic-rubber-bumper-plate-35-lbs-new,Body Solid OBPB35 Olympic Rubber Bumper Plate - 35 lbs. (New),2025-03-13T06:30:59Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-obpb35-olympic-rubber-bumper-plate-35-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C038,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:a8537105fce7ec5a,138200711484,body-solid-obpb-45-olympic-rubber-bumper-plate-45-lbs-new,Body Solid OBPB45 Olympic Rubber Bumper Plate - 45 lbs. (New),2025-03-13T06:33:17Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-obpb45-olympic-rubber-bumper-plate-45-lbs-new,ARCHIVED,product_title,n/a - not a merge target
C039,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:93ea9a1571d3ea13,138221945148,body-solid-bsthrb-40-40-lbs-heavy-rubber-ball-green-new,Body-Solid BSTHRB40 40 lbs. Heavy Rubber Ball - Green (New),2025-03-13T14:09:56Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-bsthrb40-40-lbs-heavy-rubber-ball-green-new,ACTIVE,product_title,n/a - not a merge target
C039,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:93ea9a1571d3ea13,138222240060,body-solid-bsthrb-50-50-lbs-heavy-rubber-ball-red-new,Body-Solid BSTHRB50 50 lbs. Heavy Rubber Ball - Red (New),2025-03-13T14:12:20Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-bsthrb50-50-lbs-heavy-rubber-ball-red-new,ACTIVE,product_title,n/a - not a merge target
C040,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:c97cb220eafff92e,138222305596,body-solid-bsthrb-60-60-lbs-heavy-rubber-ball-blue-new,Body-Solid BSTHRB60 60 lbs. Heavy Rubber Ball - Blue (New),2025-03-13T14:13:56Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-bsthrb60-60-lbs-heavy-rubber-ball-blue-new,ARCHIVED,product_title,n/a - not a merge target
C040,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:c97cb220eafff92e,138222469436,body-solid-bsthrb-70-70-lbs-heavy-rubber-ball-gray-new,Body-Solid BSTHRB70 70 lbs. Heavy Rubber Ball - Gray (New),2025-03-13T14:17:13Z,4,product_title|features|tech_specs|warranty_info,1,body-solid-bsthrb70-70-lbs-heavy-rubber-ball-gray-new,ARCHIVED,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,149477163324,french-fitness-urethane-round-pro-style-dumbbell-v2-10-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 10 lbs - Single (New),2026-03-04T14:22:54Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-10-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,149492957500,french-fitness-urethane-round-pro-style-dumbbell-v2-15-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 15 lbs - Single (New),2026-03-05T13:37:29Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-15-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,149889220924,french-fitness-urethane-round-pro-style-dumbbell-v2-20-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 20 lbs - Single (New),2026-03-05T13:39:33Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-20-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,149892432188,french-fitness-urethane-round-pro-style-dumbbell-v2-25-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 25 lbs - Single (New),2026-03-05T13:41:07Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-25-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,149895545148,french-fitness-urethane-round-pro-style-dumbbell-v2-30-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 30 lbs - Single (New),2026-03-05T13:43:07Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-30-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,149909602620,french-fitness-urethane-round-pro-style-dumbbell-v2-35-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 35 lbs - Single (New),2026-03-05T13:45:22Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-35-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,149936865596,french-fitness-urethane-round-pro-style-dumbbell-v2-40-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 40 lbs - Single (New),2026-03-05T13:47:21Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-40-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,149948105020,french-fitness-urethane-round-pro-style-dumbbell-v2-45-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 45 lbs - Single (New),2026-03-05T13:49:06Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-45-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,149969535292,french-fitness-urethane-round-pro-style-dumbbell-v2-50-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 50 lbs - Single (New),2026-03-05T13:51:32Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-50-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,150225060156,french-fitness-urethane-round-pro-style-dumbbell-v2-55-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 55 lbs - Single (New),2026-03-05T13:53:19Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-55-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,150226141500,french-fitness-urethane-round-pro-style-dumbbell-v2-60-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 60 lbs - Single (New),2026-03-05T13:55:46Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-60-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,150591930684,french-fitness-urethane-round-pro-style-dumbbell-v2-65-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 65 lbs - Single (New),2026-03-05T13:57:52Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-65-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,150592323900,french-fitness-urethane-round-pro-style-dumbbell-v2-70-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 70 lbs - Single (New),2026-03-05T14:00:26Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-70-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,150593274172,french-fitness-urethane-round-pro-style-dumbbell-v2-75-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 75 lbs - Single (New),2026-03-05T14:01:58Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-75-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,150594027836,french-fitness-urethane-round-pro-style-dumbbell-v2-80-bs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 80 lbs - Single (New),2026-03-05T14:03:52Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-80-bs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,150598680892,french-fitness-urethane-round-pro-style-dumbbell-v2-85-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 85 lbs - Single (New),2026-03-05T14:05:01Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-85-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,150599729468,french-fitness-urethane-round-pro-style-dumbbell-v2-90-bs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 90 lbs - Single (New),2026-03-05T14:08:10Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-90-bs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,150602154300,french-fitness-urethane-round-pro-style-dumbbell-v2-95-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 95 lbs - Single (New),2026-03-05T14:12:36Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-95-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C041,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:919ec55f3072631a,150630629692,french-fitness-urethane-round-pro-style-dumbbell-v2-100-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 100 lbs - Single (New),2026-03-05T14:16:04Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-100-lbs-single-new,ACTIVE,product_title,n/a - not a merge target
C042,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:fd80487aefcacb22,150632759612,french-fitness-urethane-round-pro-style-dumbbell-v2-105-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 105 lbs - Single (New),2026-02-05T02:10:29Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-105-lbs-single-new,UNLISTED,product_title,n/a - not a merge target
C042,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:fd80487aefcacb22,150634430780,french-fitness-urethane-round-pro-style-dumbbell-v2-110-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 110 lbs - Single (New),2026-02-05T02:10:30Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-110-lbs-single-new,UNLISTED,product_title,n/a - not a merge target
C042,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:fd80487aefcacb22,150636888380,french-fitness-urethane-round-pro-style-dumbbell-v2-115-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 115 lbs - Single (New),2026-02-05T02:10:31Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-115-lbs-single-new,UNLISTED,product_title,n/a - not a merge target
C042,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:fd80487aefcacb22,150638002492,french-fitness-urethane-round-pro-style-dumbbell-v-2-120-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 120 lbs - Single (New),2026-02-05T02:10:32Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-120-lbs-single-new,UNLISTED,product_title,n/a - not a merge target
C042,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:fd80487aefcacb22,150692069692,french-fitness-urethane-round-pro-style-dumbbell-v-2-125-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 125 lbs - Single (New),2026-02-05T02:10:33Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-125-lbs-single-new,UNLISTED,product_title,n/a - not a merge target
C042,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:fd80487aefcacb22,150693609788,french-fitness-urethane-round-pro-style-dumbbell-v-2-130-lbs-single-new,French Fitness Urethane Round Pro Style Dumbbell V2 130 lbs - Single (New),2026-02-05T02:10:34Z,4,product_title|features|other_tech_specs|warranty_info,1,french-fitness-urethane-round-pro-style-dumbbell-v2-130-lbs-single-new,UNLISTED,product_title,n/a - not a merge target
C043,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:bbd025ffd6e45b26,150651371836,french-fitness-47-rack-rig-ball-tier-tray-attachment-new,"French Fitness 47"" Rack & Rig Ball Tier/Tray Attachment (New)",2025-10-26T19:37:26Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-47-rack-rig-ball-tier-tray-attachment-new,UNLISTED,product_title,n/a - not a merge target
C043,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:bbd025ffd6e45b26,150655074620,french-fitness-47-rack-rig-dumbbell-tier-tray-attachment-new,"French Fitness 47"" Rack & Rig Dumbbell Tier/Tray Attachment (New)",2025-10-26T19:37:27Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-47-rack-rig-dumbbell-tier-tray-attachment-new,UNLISTED,product_title,n/a - not a merge target
C043,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:bbd025ffd6e45b26,150656024892,french-fitness-47-rack-rig-kettlebell-tier-tray-attachment-new,"French Fitness 47"" Rack & Rig Kettlebell Tier/Tray Attachment (New)",2025-10-26T19:37:27Z,4,product_title|features|tech_specs|warranty_info,1,french-fitness-47-rack-rig-kettlebell-tier-tray-attachment-new,UNLISTED,product_title,n/a - not a merge target
C044,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:857468412c38eaef,150661038396,french-fitness-monster-universal-storage-system-ff-mss-123-new,French Fitness Monster Universal Storage System FF-MSS-123 (New),2025-10-26T19:37:27Z,6,product_title|features|other_features|tech_specs|warranty_info|set_includes,1,french-fitness-monster-universal-storage-system-ff-mss-123-new,ARCHIVED,product_title,n/a - not a merge target
C044,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:857468412c38eaef,150662086972,french-fitness-monster-universal-storage-system-ff-mss-151-new,French Fitness Monster Universal Storage System FF-MSS-151 (New),2025-10-26T19:37:28Z,6,product_title|features|other_features|tech_specs|warranty_info|set_includes,1,french-fitness-monster-universal-storage-system-ff-mss-151-new,ARCHIVED,product_title,n/a - not a merge target
C045,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:a1b879a28bfb15cf,161760936252,golden-designs-gdi-6106-01-elite-barcelona-select-elite-1-2-person-near-zero-far-infrared-sauna-new,Golden Designs GDI-6106-01 Elite Barcelona Select Elite 1-2 Person Near Zero Far Infrared Sauna (New),2025-06-25T22:01:30Z,4,product_title|features|tech_specs|warranty_info,1,golden-designs-gdi-6106-01-elite-barcelona-select-elite-1-2-person-near-zero-far-infrared-sauna-new,ARCHIVED,product_title,n/a - not a merge target
C045,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:a1b879a28bfb15cf,161771487548,golden-designs-gdi-6154-01-near-zero-emf-far-ir-sauna-new,GoldenDesigns GDI-6154-01 Near Zero EMF Far IR Sauna (New),2025-06-26T01:43:18Z,4,product_title|features|tech_specs|warranty_info,1,goldendesigns-gdi-6154-01-near-zero-emf-far-ir-sauna-new,ARCHIVED,product_title,n/a - not a merge target
C046,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:19f815ec52575f78,173610959164,star-trac-6-series-6-tr-treadmill-w-24-embedded-display-black-new,"Star Trac 6 Series 6TR Treadmill w/16"" Embedded Display - Black (New)",2025-10-07T12:25:52Z,5,product_title|features|other_features|tech_specs|warranty_info,0,,,product_title,n/a - not a merge target
C046,IDENTICAL_CONTENT_DIFFERENT_PRODUCTS,sha256:19f815ec52575f78,182391243068,star-trac-6-series-6-tr-treadmill-w-led-black-new,Star Trac 6 Series 6TR Treadmill w/LED - Black (New),2026-02-05T02:12:16Z,5,product_title|features|other_features|tech_specs|warranty_info,1,star-trac-6-series-6tr-treadmill-w-led-black-new,ACTIVE,product_title,n/a - not a merge target
